grid,stake,geometry
JO,O9,657638.687379434|6762831.56343158
JO,O10,657630.480299661|6762808.89274485
JO,O11,657616.961879752|6762783.75529199
JO,O12,657605.755866444|6762755.37489861
JO,O13,657596.713781895|6762727.09078016
JO,O14,657584.916855874|6762699.79947846
JO,O15,657574.205154722|6762660.28840178
JO,O16,657562.800376407|6762636.36047398
JO,O17,657556.607993411|6762617.12542866
JO,O18,657548.449246938|6762593.34187005
JO,O19,657543.88306013|6762561.91107858
JO,O20,657535.183004896|6762538.10350363
JO,P1,657697.782751011|6763062.82559504
JO,P2,657687.56138222|6763036.7192237
JO,P3,657676.555034597|6763003.88626867
JO,P4,657661.9558246|6762978.70048208
JO,P5,657649.028904501|6762952.47388292
JO,P6,657640.726882005|6762919.76138906
JO,P7,657623.521005668|6762892.22928221
JO,P8,657613.789990999|6762867.26028384
JO,P9,657597.174133167|6762838.63929544
JO,P10,657595.954028109|6762805.12662097
JO,P11,657581.353306818|6762779.94118911
JO,P12,657569.655462293|6762750.42377771
JO,P13,657567.498040779|6762725.79169969
JO,P14,657551.765186228|6762701.67136846
JO,P15,657534.705850651|6762670.80048261
JO,P16,657527.678683843|6762645.95199088
JO,P17,657524.682947291|6762627.9743759
JO,P18,657516.08503254|6762589.67276141
JO,P19,657503.303756539|6762560.10749616
JO,P20,657497.948723085|6762534.21812579
JO,Q1,657673.038544277|6763082.91485151
JO,Q2,657657.262450285|6763047.63915667
JO,Q3,657656.923317106|6763030.89483636
JO,Q4,657638.883786891|6762997.74911204
JO,Q5,657625.956785306|6762971.522598
JO,Q6,657616.96509235|6762942.12533446
JO,Q7,657606.053190448|6762919.3343879
JO,Q8,657590.618570695|6762888.53539063
JO,Q9,657582.266313999|6762856.93612394
JO,Q10,657574.748451684|6762830.95038918
JO,Q11,657561.671793899|6762808.06336583
JO,Q12,657551.006470404|6762779.707204
JO,Q13,657540.390436102|6762750.23799746
JO,Q14,657529.431075646|6762716.2924575
JO,Q15,657510.108542501|6762687.55165583
JO,Q16,657498.360272589|6762659.1475739
JO,Q17,657494.381245329|6762638.89573808
JO,Q18,657488.435814151|6762614.09541645
JO,Q19,657479.689090498|6762579.13313666
JO,Q20,657475.317134031|6762555.51804461
JO,R1,657639.741774471|6763088.12510705
JO,R2,657633.108887551|6763066.6396805
JO,R3,657623.08511579|6763036.08118537
JO,R4,657612.371633359|6763008.83789698
JO,R5,657594.381069984|6762974.57932776
JO,R6,657583.225135775|6762945.08591633
JO,R7,657570.789014246|6762919.99674977
JO,R8,657557.716084739|6762884.84180536
JO,R9,657544.590070845|6762863.06792244
JO,R10,657531.615579487|6762825.68692282
JO,R11,657521.933180352|6762799.60510933
JO,R12,657506.596168491|6762766.58033803
JO,R13,657505.470924092|6762743.10947456
JO,R14,657491.067142174|6762713.47210799
JO,R15,657486.299816249|6762698.76163791
JO,R16,657471.994576875|6762666.89819419
JO,R17,657459.803785948|6762636.244045
JO,R18,657455.530710846|6762610.40281632
JO,R19,657451.996407171|6762580.13330905
JO,R20,657446.297781384|6762549.76766242
JO,T1,657590.014267346|6763109.33411681
JO,T2,657577.9253734|6763076.45335755
JO,T3,657566.571735153|6763051.4123118
JO,T4,657552.021491934|6763025.11390536
JO,T5,657541.307436329|6762997.87083984
JO,T6,657530.593197107|6762970.62780951
JO,T7,657517.714778304|6762943.28862305
JO,T8,657504.493028516|6762911.47312026
JO,T9,657493.13824142|6762886.43232714
JO,T10,657478.636136232|6762859.02116167
JO,T11,657472.885910796|6762842.03646241
JO,T12,657466.112109682|6762787.08683891
JO,T13,657453.869370075|6762769.8137067
JO,T14,657451.31850518|6762741.8184306
JO,T15,657434.796707406|6762723.23999347
JO,T16,657423.542425054|6762683.7053586
JO,T17,657419.85685414|6762669.04304815
JO,T18,657411.45295104|6762638.5572978
JO,T19,657401.966778392|6762608.02351131
JO,T20,657396.067368306|6762594.37819332
