"year","date","repro_stage","squirrel_id","sex","grid","locx_feed","locy_feed","detail","food_type","locx_census","locy_census","locx_census_numeric","locx_feed_numeric","buffer_radius","midden_radius","distance_to_midden","within_territory","within_midden"
2013,2013-04-08,"mating",11983,"M","KL","10.4",18.9,2,"capital","J.7",19,10.7,10.4,1.73333333333333,0.333333333333333,9.48683298050512,TRUE,TRUE
2013,2013-04-10,"mating",11460,"M","KL","8.6",3.5,2,"capital","H.7",3.4,8.7,8.6,1.73333333333333,0.333333333333333,4.24264068711928,TRUE,TRUE
2013,2013-04-10,"mating",12445,"M","KL","9.2",5,2,"capital","I.2",4.9,9.2,9.2,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,2013-04-10,"mating",12445,"M","KL","9.6",4.9,2,"capital","I.2",4.9,9.2,9.6,1.73333333333333,0.333333333333333,12,TRUE,TRUE
2013,2013-04-10,"mating",13039,"M","KL","7.1",3.5,2,"capital","G.0",3.5,7,7.1,1.73333333333333,0.333333333333333,2.99999999999999,TRUE,TRUE
2013,2013-04-12,"mating",12705,"M","KL","4.7",14.5,2,"capital","E.0",14.6,5,4.7,1.73333333333333,0.333333333333333,9.48683298050513,TRUE,TRUE
2013,2013-04-12,"mating",12908,"M","KL","3.7",19,2,"capital","C.5",19,3.5,3.7,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,2013-04-12,"mating",12364,"M","KL","10.2",11.4,2,"capital","J.1",11,10.1,10.2,1.73333333333333,0.333333333333333,12.369316876853,TRUE,TRUE
2013,2013-04-13,"mating",12542,"M","KL","13.9",15.1,2,"capital","M.7",14.9,13.7,13.9,1.73333333333333,0.333333333333333,8.48528137423858,TRUE,TRUE
2013,2013-04-13,"mating",13039,"M","KL","7.2",3.5,2,"capital","G.0",3.5,7,7.2,1.73333333333333,0.333333333333333,6,TRUE,TRUE
2013,2013-04-13,"mating",13048,"M","KL","3.2",2.5,2,"capital","C.0",2.5,3,3.2,1.73333333333333,0.333333333333333,6,TRUE,TRUE
