grid,stake,north,west,east
JO,L9,60.96852,138.08624,-138.08624
JO,L10,60.96827,138.08633,-138.08633
JO,L11,60.96804,138.08658,-138.08658
JO,L12,60.96774,138.08688,-138.08688
JO,L13,60.96751,138.08707,-138.08707
JO,L14,60.96727,138.08727,-138.08727
JO,L15,60.96707,138.08757,-138.08757
JO,L16,60.96679,138.08783,-138.08783
JO,L17,60.96647,138.08821,-138.08821
JO,L18,60.96624,138.08833,-138.08833
JO,L19,60.96601,138.08855,-138.08855
JO,L20,60.96581,138.08876,-138.08876
JO,M1,60.97063,138.08475,-138.08475
JO,M2,60.97043,138.08496,-138.08496
JO,M3,60.97016,138.08528,-138.08528
JO,M4,60.96999,138.08551,-138.08551
JO,M5,60.96976,138.08577,-138.08577
JO,M6,60.96952,138.08597,-138.08597
JO,M7,60.9692,138.08621,-138.08621
JO,M8,60.96899,138.08647,-138.08647
JO,M9,60.9688,138.08664,-138.08664
JO,M10,60.96851,138.08685,-138.08685
JO,M11,60.96831,138.08704,-138.08704
JO,M12,60.96801,138.08722,-138.08722
JO,M13,60.96747,138.08771,-138.08771
JO,M14,60.96743,138.08774,-138.08774
JO,M15,60.9673,138.08786,-138.08786
JO,M16,60.96708,138.08823,-138.08823
JO,M17,60.96675,138.08861,-138.08861
JO,M18,60.96655,138.08875,-138.08875
JO,M19,60.96627,138.08894,-138.08894
JO,M20,60.96605,138.08916,-138.08916
JO,N1,60.97073,138.08528,-138.08528
JO,N2,60.97049,138.08553,-138.08553
JO,N3,60.97025,138.08575,-138.08575
JO,N4,60.97001,138.08609,-138.08609
JO,N5,60.96981,138.08629,-138.08629
JO,N6,60.96954,138.08649,-138.08649
JO,N7,60.96925,138.08673,-138.08673
JO,N8,60.96901,138.08698,-138.08698
JO,N9,60.9688,138.08717,-138.08717
JO,N10,60.9685,138.08739,-138.08739
JO,N11,0,0,0
JO,N12,60.96806,138.08783,-138.08783
JO,N13,60.96776,138.08807,-138.08807
JO,N14,60.96759,138.08821,-138.08821
JO,N15,60.96728,138.08856,-138.08856
JO,N16,60.967,138.08887,-138.08887
JO,N17,60.96671,138.0892,-138.0892
JO,N18,60.96643,138.08936,-138.08936
JO,N19,60.96621,138.0896,-138.0896
JO,N20,60.96603,138.08974,-138.08974
JO,O1,60.97086,138.08574,-138.08574
JO,O2,60.97063,138.08594,-138.08594
JO,O3,60.97042,138.08615,-138.08615
JO,O4,60.97018,138.08649,-138.08649
JO,O5,60.96997,138.08673,-138.08673
JO,O6,60.9697,138.08688,-138.08688
JO,O7,60.96942,138.08713,-138.08713
JO,O8,60.96919,138.08734,-138.08734
JO,O9,60.96894,138.0876,-138.0876
JO,O10,60.96874,138.08777,-138.08777
JO,O11,60.96852,138.08804,-138.08804
JO,O12,60.96827,138.08827,-138.08827
JO,O13,60.96802,138.08846,-138.08846
JO,O14,60.96778,138.0887,-138.0887
JO,O15,60.96743,138.08893,-138.08893
JO,O16,60.96722,138.08916,-138.08916
JO,O17,60.96705,138.08929,-138.08929
JO,O18,60.96684,138.08946,-138.08946
JO,O19,60.96656,138.08957,-138.08957
JO,O20,60.96635,138.08975,-138.08975
JO,P1,60.97099,138.08632,-138.08632
JO,P2,60.97076,138.08653,-138.08653
JO,P3,60.97047,138.08676,-138.08676
JO,P4,60.97025,138.08705,-138.08705
JO,P5,60.97002,138.08731,-138.08731
JO,P6,60.96973,138.08749,-138.08749
JO,P7,60.96949,138.08783,-138.08783
JO,P8,60.96927,138.08803,-138.08803
JO,P9,60.96902,138.08836,-138.08836
JO,P10,60.96872,138.08841,-138.08841
JO,P11,60.9685,138.0887,-138.0887
JO,P12,60.96824,138.08894,-138.08894
JO,P13,60.96802,138.089,-138.089
JO,P14,60.96781,138.08931,-138.08931
JO,P15,60.96754,138.08965,-138.08965
JO,P16,60.96732,138.0898,-138.0898
JO,P17,60.96716,138.08987,-138.08987
JO,P18,60.96682,138.09006,-138.09006
JO,P19,60.96656,138.09032,-138.09032
JO,P20,60.96633,138.09044,-138.09044
JO,Q1,60.97118,138.08676,-138.08676
JO,Q2,60.97087,138.08708,-138.08708
JO,Q3,60.97072,138.0871,-138.0871
JO,Q4,60.97043,138.08746,-138.08746
JO,Q5,60.9702,138.08772,-138.08772
JO,Q6,60.96994,138.08791,-138.08791
JO,Q7,60.96974,138.08813,-138.08813
JO,Q8,60.96947,138.08844,-138.08844
JO,Q9,60.96919,138.08862,-138.08862
JO,Q10,60.96896,138.08878,-138.08878
JO,Q11,60.96876,138.08904,-138.08904
JO,Q12,60.96851,138.08926,-138.08926
JO,Q13,60.96825,138.08948,-138.08948
JO,Q14,60.96795,138.08971,-138.08971
JO,Q15,60.9677,138.09009,-138.09009
JO,Q16,60.96745,138.09033,-138.09033
JO,Q17,60.96727,138.09042,-138.09042
JO,Q18,60.96705,138.09055,-138.09055
JO,Q19,60.96674,138.09074,-138.09074
JO,Q20,60.96653,138.09084,-138.09084
JO,R1,60.97124,138.08737,-138.08737
JO,R2,60.97105,138.08751,-138.08751
JO,R3,60.97078,138.08772,-138.08772
JO,R4,60.97054,138.08794,-138.08794
JO,R5,60.97024,138.0883,-138.0883
JO,R6,60.96998,138.08853,-138.08853
JO,R7,60.96976,138.08878,-138.08878
JO,R8,60.96945,138.08905,-138.08905
JO,R9,60.96926,138.08931,-138.08931
JO,R10,60.96893,138.08958,-138.08958
JO,R11,60.9687,138.08978,-138.08978
JO,R12,60.96841,138.09009,-138.09009
JO,R13,60.9682,138.09013,-138.09013
JO,R14,60.96794,138.09042,-138.09042
JO,R15,60.96781,138.09052,-138.09052
JO,R16,60.96753,138.09081,-138.09081
JO,R17,60.96726,138.09106,-138.09106
JO,R18,60.96703,138.09116,-138.09116
JO,R19,60.96676,138.09125,-138.09125
JO,R20,60.96649,138.09138,-138.09138
JO,T1,60.97145,138.08827,-138.08827
JO,T2,60.97116,138.08852,-138.08852
JO,T3,60.97094,138.08875,-138.08875
JO,T4,60.97071,138.08904,-138.08904
JO,T5,60.97047,138.08926,-138.08926
JO,T6,60.97023,138.08948,-138.08948
JO,T7,60.96999,138.08974,-138.08974
JO,T8,60.96971,138.09001,-138.09001
JO,T9,60.96949,138.09024,-138.09024
JO,T10,60.96925,138.09053,-138.09053
JO,T11,60.9691,138.09065,-138.09065
JO,T12,60.96861,138.09082,-138.09082
JO,T13,60.96846,138.09106,-138.09106
JO,T14,60.96821,138.09113,-138.09113
JO,T15,60.96805,138.09145,-138.09145
JO,T16,60.9677,138.09169,-138.09169
JO,T17,60.96757,138.09177,-138.09177
JO,T18,60.9673,138.09195,-138.09195
JO,T19,60.96703,138.09215,-138.09215
JO,T20,60.96691,138.09227,-138.09227
